,id,name,lat,lng
34,512b13a3e4b03a532c2e1a02,mcdonald's sundae kiosk,14.734412,121.056469
35,52ac067811d28f0e46996035,mcdonald's,14.73553478586963,121.05584625863183
36,4cf374fe7e0da1cd0ce29c97,burger king,14.73457513055665,121.06061989765702
37,5311c844498e5540d9e6d86a,burger king,14.736976889536642,121.05930544963952
38,533e9748498e4aa280dd4f0f,big daddy's grilled burger,14.734689514639422,121.05755522670079
39,5a234500947c050390c66928,burger king,14.735417,121.064704
40,4e850cc8b6343fe1220a47f8,burger machine,14.718677995528623,121.06408097581993
41,55f54fa2498e412be23cce57,back alley burger,14.733683380145832,121.06765794786254
42,50b3765483029e1f11aee929,minute burger - lagro,14.733330305982808,121.06780171394347
43,4c788984df08a1cd48ffd75d,big better burgers,14.73451967643722,121.059231934433
44,5609de16498e3014df0fb3ff,1802 burger café,14.731512689057558,121.06101331565831
45,50f20e27e4b0e0c9d7fac683,minute burger,14.729207266166844,121.06811135925254
46,54eff3a5498e59d2122f4a4b,zark's burger sm fairview,14.734447379585829,121.05674467182003
47,564f0e50498e021034a7d5c0,bab alleys burger,14.72761,121.069455
48,4d81dbbb1ec4224b931fcf92,slammer burgers,14.733889316383367,121.05651244637508
49,58959c316cda1c3ed2047ebe,"burger matsing, lagro",14.726152,121.066016
50,53116e0d498e1cf9c89dd4a6,army navy burger + burrito,14.73634493828311,121.0601400258299
51,4f8eb5ece4b0fe4dc1442d86,burger machine,14.734670397175334,121.05748093122189
52,50def844e4b09f5e83b56f0b,burger machine,14.732024130608568,121.05749212753292
53,4e25c58eae6035bd16f8fa48,burger machine novastop,14.734448,121.056539
54,4f7ce738e4b09c3e2e91a231,brothers burger,14.741612,121.058397
55,4e5a9628b993732579f92ab5,burger machine,14.746578966814079,121.07023845157879
56,55bcc744498edda06d06ed84,burger house,14.740991174106638,121.05632210739617
57,549436f3498edcbb09abaa9b,burger blvd,14.720273,121.066351
58,5756c91c498eb346a806e161,top that burger,14.720169,121.065497
59,59241847780eee7403d3ff8e,moresurebite burger house,14.72002,121.06634
60,52b6d57d498e25b10caa105d,burger machine lagro,14.720180667273972,121.06494863922231
61,5076525ac84caa2e895122da,galaxy burger - lagro,14.719757981709797,121.06605291366577
62,502679e9e4b031f7a1e8302d,burger machine,14.732363209986001,121.05243688716216
63,512a5d2ae4b035130cb47580,burger machine,14.73384468993853,121.05236970645863
64,4f9677e9e4b0f123510768a0,chard ocampo's burger spot,14.74903869628906,121.06702423095703
65,506d925be4b0f909000b0ee4,burger machine dela costa 2,14.74777936892314,121.07492911683198
66,544de677498e19baa6ed3b95,domino's pizza,14.735746110886593,121.05928341189889
67,53ccd126498e11624ed40d3a,s&r new york style pizza,14.736676516334212,121.0591771604651
68,53108e19498e66aff38b0fdc,yellow cab pizza co.,14.736454437245444,121.06017001293276
69,4cf50675899c6ea8b2af03c2,yellow cab pizza co.,14.73476624103663,121.05755493606516
70,533940ad11d26ee09b1ece71,pizza hut,14.736496194830096,121.05989734328388
71,4c5a45cf67ac0f474d7d064c,pizza hut,14.734728700317158,121.05939679631591
72,4e11a14ec65b4a49f30e9c1f,pizza hut,14.73531569606255,121.05573774132434
73,5879fbd8d6fe9047488d1697,fatboy's pizza pasta,14.73461,121.056725
74,5362f83f498e1f49cae36d60,lots'a pizza,14.735647,121.067629
75,59f6cd35f62f2b383383ae10,snr new york style pizza,14.73656,121.059392
76,4ea3d797cc2102b34d98b1e9,3m pizza,14.732442,121.060273
77,53abcce7498e02dbfa559690,pizza hut,14.73660202672822,121.06030236864957
78,53f095c4498e358e3e8169bb,lots'a pizza,14.736915507938747,121.05980974148595
79,4f310387e4b013bb069cc1dc,lots a pizza,14.734109728936284,121.05763767948153
80,4ce48eb633d760fc321a632e,lagro greenjoy pizza,14.721731887851485,121.06621518662818
81,4fcb3d36e4b0881ba3b9663f,patricia's pizza,14.735401,121.055521
82,53e06d07498efd2d6274a174,niña bonita pizza cafe & bar,14.732950137672677,121.05418357229443
83,50582483e4b0b36648193a63,red box pizza,14.7408146,121.0535693
84,56bc04ff498e053e768d91ac,mr pizza,14.737677422104618,121.05046063913179
85,4d919c8698e05941bd0cc541,shakey's,14.735353502179516,121.0632016216543
86,4d68c83c1a88b1f7c8a4225d,shakey's,14.734554479181968,121.05953241486644
87,4cf219a3899c6ea8aab8f4c1,greenwich,14.74893466194627,121.05946266204565
88,5100daa8e4b0cd77a60c05bb,pizzarina,14.73421227028635,121.05983018875123
89,4f9bec12e4b04b5a6816e343,bonchon chicken,14.734625414201235,121.05941584547527
90,5313eefb498e902e9e4b0808,chicken deli,14.73671630032752,121.05974816294867
91,4d9318a152ed224b419814ac,inasal chicken bacolod (icb),14.734585,121.057622
92,527dced611d2004e51b83ccc,manang's chicken,14.73462338990541,121.05757108078855
93,4d01c6e0e5f16ea8d774a728,bacolod chicken inasal,14.734055723148584,121.05675983894992
94,5ab8d8941acf1156f14996e5,peri peri charcoal chicken,14.726336,121.057826
95,53197ebc11d2be2bdc72ca0c,bonchon chicken,14.73614124714402,121.06019442001768
96,54bba3ed498e3e13bd2fcf46,manang's chicken,14.736002723575183,121.05951864266831
97,4f2f33a5e4b083c429181c80,chicken company,14.735170364379883,121.05924987792969
98,5395392c498ecd20b1b046b1,chicken deli fairview terraces,14.73650640879289,121.059406681397
99,4e4217d062843d3dc35aa8e6,the funky chicken,14.730714122126011,121.05117724273276
100,505404dae4b0c9940764339d,classic savory,14.73464525562412,121.0577274340788
101,4c996db878fc236a853f2d97,kfc,14.73450904717843,121.0592159810948
102,5a5edf9fda70804668af0384,chickenzilla,14.734632,121.059282
103,5a5c3d7e270ee776f2f71817,chickenzilla,14.734232,121.05978
104,5a6dba155f68b93a071f1403,food plaza 168,14.739557,121.02513
105,56630cb7498e4003e063db08,101 food central,14.721913089214356,121.00920956533287
106,56c5bc8acd108a8b914bc3ea,king's food park,14.734574880830584,121.02799743470177
107,58491ab0d43907631c5129d9,shiro food park,14.738836130999898,121.03040595323719
108,55fd7c7e498ee96807cba701,food garage,14.71909,121.006405
109,4f7bd34be4b0f9b41508f2e5,chef yu food house,14.718894814307784,121.00578767477107
110,59a92f39fd9d733630b407a0,foodever21,14.735474,121.006548
111,51667a59e4b0639dfe69feb0,dadadz foodhauz deparo caloocan city,14.74133,121.022922
112,5af45853c8b2fb002ce454bd,mcdonald's,14.739693,121.026245
113,5344e4a6498e9708b95d6d05,burger machine,14.730577689530877,121.01843297794699
114,52e4ac8c11d2da6d572486d2,big kahuna burger,14.733137130737305,121.01765441894531
115,4f5252c4e4b07de37b69428b,burger machine,14.742158889770508,121.0235595703125
116,529845f411d24f84fa2f681f,brothers burger-greenfield,14.71971,121.02105
117,54428bb6498ed784c3316ad3,minute burger,14.739227386027444,121.02538802759412
118,535ce5cb498edf48bd7abf14,big plato burger,14.740502501389274,121.024990452032
119,54a37dc8498edea25cbaa8f9,burger machine,14.725577,121.02544
120,59047ac25d891b426ab8443b,jailbreaker's grilled burgers,14.733981,121.01975
121,5294148c11d2268c38375bfd,aaliyah's pizza deparo,14.7472129,121.0210295
122,4f928f47e4b061a425367ac0,chester's food center & catering service,14.708638680105095,120.9584761557664
123,4f38e2c9e4b0f4cfe00f16ed,tlc food center & catering,14.716876278401646,120.9780729589281
124,50d52d06e4b0ca3031a9c0c9,tita marie's sizzlers and fastfood,14.734805757915943,120.96138394288761
125,4f2730c1e4b012e031daf58a,foodie,14.712276,120.959687
127,4cc56114be40a35d3ad9834c,mcdonald's,14.726472612823324,120.96078277502359
128,545703ea498efbb0dc6bcf52,mcdonald's,14.72660031335299,120.96081807839674
129,53e23343498eea3dceeaa359,mcdonald's,14.729948753047147,120.9727398939786
130,52f8a595498e17e69f591de7,triple d burger,14.722920417785645,120.95967102050781
131,59f1e2162f97ec3678cb9927,burger matsing malanday valenzuela,14.716994,120.955984
132,50a66f75e4b03d1eadb60bd5,minute burger malanday valenzuela,14.716825485229492,120.95933532714844
133,52ff880f498e8439af3194c3,burger machine - malanday,14.717368125915527,120.95740509033203
134,4d61ebc09f67f04d78f789fb,burger machine,14.717387,120.957241
135,5831baadfc5a5f4d94a40aa5,tomato house & grilled burger,14.72544,120.95866
136,4f2489ede4b0dc27b99a4e8a,burger machine,14.714060090497707,120.9579102777429
137,4f2712f4e4b012e031bae992,angel's burger,14.712425106495811,120.95983761388521
138,58fc6a11c21cb16c17d5a6e0,the real grill burger,14.72104,120.97521
139,53f0130e498e381a6ca16329,burger machine,14.707283533188999,120.95348961523891
140,4f6bb7fde4b01489b802a459,minute burger,14.735865954274047,120.95634709605467
141,5ac0ac31b040560f6da634e1,biggie belly sisig and burger house,14.732934,120.976524
142,4f03225db8f787cad42f6af5,burger machine,14.738054712471865,120.9610421834606
143,4ba58468f964a520940e39e3,lots' a pizza,14.712277,120.967446
144,5a462efcee7120185024d727,fat boy's pizza puregold meycauayan,14.726091,120.960526
145,5014fd05e4b0260c42573eb8,lotsa pizza,14.716650937507293,120.97715985623977
146,5300a4ff498e8439b949374b,pizza hut 168 shopping mall,14.707391236517816,120.97532802829099
147,5bb695f081635b002ca5f08d,sarteene food services,14.697089,121.06562
148,56b497db498e81e7302d3bac,eat street food station,14.688239669216527,121.06096293372515
149,501c7e65e4b010b81caa4bea,nrt food station,14.686833354871956,121.06360515774743
150,528ee0ad11d24e5fc2f9c63c,kcc food haus,14.686943839058605,121.06487586769366
151,572eb7cd498efaf00397fc2f,east street food station,14.686117,121.06468
152,4ce3ae1cbebd37048954a1a0,sizz & burp where good food happens,14.697733,121.06589
153,4fb08a1fe4b08eac4edea2d2,silver pot food haus,14.696412379583155,121.06784267122792
154,57e36582cd10649ae6ba0796,matsuya bento japanese food,14.698516,121.067223
155,543a7478498e707a13e784cd,mr kimbob korean healthy food,14.692498030910476,121.05277838849207
156,514c9fdde4b04419bca077d2,food republic,14.69101,121.071841
157,59aa93d4625a664f68ce6ebe,funland food park,14.701934,121.06834
158,5603d097498e35c785e912ee,giant panda chinese fastfood express,14.697658960038446,121.06594504495342
159,57e5014d498e3ae1fcdb245d,"food stuff, sss housing",14.705501,121.061904
160,560365f6498e2c9abc523686,great panda chinese fastfood express,14.69790360536594,121.06596183823767
161,4f61db1ee4b0deb11b9d78c2,pinoy food sa hapag kainan,14.707136625183743,121.05979294734256
162,58d8bfaedad26346b9abcc97,garahe food park,14.708025,121.062744
163,4f9d2f20e4b0b38d30210e3a,oneway korean food,14.708165082256555,121.06323009982209
164,4f522f15e4b0195da37c9cb3,san mig food ave.,14.708653456844486,121.06243519706858
165,53c90c10498e3cb77a865791,mingh's hongkong style street foods,14.698210947698863,121.06586838404263
166,4e016bc91f6ef39c294341e8,carbe's foodhaus,14.697276290890844,121.06545244090506
167,5837fff8ba883710b2ed464b,north hive bazaar,14.683343441015404,121.07742992041027
168,50a4b1ece4b0a3e2f7a33d92,foodsmart,14.699098036285893,121.06578830752065
169,5a47ac560802d431b1c445a8,the warehouse foodhub & activity center,14.702063,121.068555
170,4ffe3d74e4b03c980f98cd6c,foodcourt,14.706039529617124,121.06902480125427
173,4c8470a2d4e23704ca887a88,mcdonald's,14.706630214323967,121.06999780278967
174,4f2a3505bb3d722395c5e3c4,mcdonald's,14.699731436614393,121.06753354325187
175,5a520a97f193c011e0871d98,mcdonald's,14.70629,121.05956
176,52903e4f498e70f852261fcd,mcdonald's,14.684528333096985,121.07729063201806
177,567b75b6498ea57015e94fb9,mcdonald's,14.706732154966874,121.06989156329035
178,540a657d498e9f07ab857d82,mcdonald's,14.69360419153423,121.05058380567922
179,543bdb45498ea549c8c5408a,mcdonald's,14.691752353664878,121.0752257756594
180,52c1450511d2680f51bd3a36,mcdonald's,14.68451683751155,121.07759342267745
181,543a6bd4498e707a13e68129,mcdonald's,14.706180563742924,121.07198487818154
182,52d7df57498ed7b4d9174296,barney's burger,14.697720331381419,121.06584997267831
183,54981b70498e44406af03189,burger king,14.706671217210696,121.07019926949664
184,555f6597498e9927bc42bbba,burger king,14.706736695219131,121.07021529209078
185,55363662498e48a39db8c5ad,burger point,14.68635,121.06579
186,4f4c9dd6e4b0ed369267e00c,burger machine,14.699395900080123,121.06066537658143
187,5a8c3185061b510741fc966a,burger matsing republic ave,14.693363,121.067539
188,4d4c787e190ba093032121a5,angels burger,14.686392850085566,121.06304576918274
189,50680e13e4b0bb47b27916e2,burger machine,14.686011,121.063706
190,5162e0b0e4b05330260faf9d,burger machine,14.707792,121.063508
191,55226364498efd9b94fca587,cozy burger place,14.686050332204948,121.06712616689234
192,55c592b0498e40178b9b17b4,getta pound burger,14.701203,121.067777
193,55cb1e8f498e773913e7fb05,getta pound burger,14.701338702412038,121.06799380831569
194,508e9f20e4b00ac3c88e18b0,burger machine,14.692498030910476,121.0501695177007
195,4e610ef71838ad3d0e2ddbb1,burger machine katipunan street,14.703387,121.071721
196,59f23a7995a7222469726853,minute burger,14.705471,121.069416
197,57b2bcb9498ed65fd39fe639,bypass burger™,14.705842018127441,121.06997680664062
198,5ac5e35b9de23b16a3b5a95b,angel's burger ncba,14.7066345,121.06891
199,56d81833498ecdce655db60b,dr burger,14.700254,121.047027
200,519d6f42498ec2191320e384,army navy burger + burrito,14.684465,121.046522
201,5191f4bd498ea80299cb30b4,angles burger mapayapa,14.683105,121.077446
203,4fcf5114e4b023d0d918d594,jet burgers and sausages,14.687544194729147,121.0629334113808
204,50382068e4b0b35a24d542c6,chyros burgers & siomai house,14.693721440045314,121.07667547523762
205,51f140e5498eb1f27aabe8cc,yellow cab pizza,14.699660733013692,121.06790370997636
206,4d2b13ca3c795481bd96e59b,pizza hut,14.700060726099657,121.06760118074357
207,58ca6d72f840852ab4dc5098,papa john's pizza,14.698548,121.0671
208,59a25feb82a75011a4023ed3,domino's pizza caltex regalado,14.706802,121.069604
209,4d107e079302a35d574e7b6e,green avenue pizza,14.69955357696551,121.06281280517578
210,4f6c68ade4b0e14a3ded61b4,la rocca's pizza,14.686815545905214,121.07116017989034
211,4e968c489a528e6d36d7e3f7,dexter's pizza,14.700298201602292,121.06881666245928
212,54bba36d498ee8b4452efa4d,pizza hut don antonio,14.682653841566259,121.06719333935523
213,57936e60498edf90e6be0531,papat's pizza & inasal,14.701914,121.068301
214,52762854498ed1b62397470c,lots'a pizza,14.704930472773173,121.06937642396288
215,52d2456f498e2ed4eb2a981e,pizza pedrico's,14.679324665385826,121.07495150620299
216,4cd617147da9a35daad5edb9,shakey's,14.70573787792952,121.07309572952809
217,5400544f498e63a9c452504b,shakey's pizzastop,14.68405811385705,121.07761581155172
218,4e5257fed4c075ade75950fb,kc korean chicken fairview,14.698670469421513,121.06588346955779
219,5bcea9ceefa82a002c1c6d7a,rusty wok flavored chicken wings,14.696993,121.06601
220,5452df6e498edcd92ef9ddb0,takara empanada and japanese fried chicken,14.699839,121.065181
221,531d6d4d498e3035ab09d46e,kulpy chicken,14.699748245454165,121.06801619897921
222,4f6b1cf6e4b003b5e24bf794,chicken in run,14.700700703612583,121.06679030401475
223,53fc0dfb498e08c864cc0c91,homies pinoy fried chicken,14.699181,121.069548
224,4eec2beda69d8afe697c507c,chicken anyhow,14.70180602525191,121.06821771476305
225,4ddca5cb45ddaa53edae01c6,ma chicken mami house,14.68475116237727,121.07413988883634
226,4ec96702cc21b428e55378f2,savory chicken,14.698172398147433,121.04577461828843
227,548af503498e031a7da0d175,the chicken mogul,14.70957547296042,121.06189779504712
228,57d141b1cd10cb09ce8b90e3,yarda food hub,14.701297703187034,121.02269456754604
229,4d7ddebbf635236a34585d16,big brown's soul food & catering,14.688651,121.0237605
230,582197a78edd3a06f3844eed,qc 567 food park garden,14.69134,121.028283
231,5780ebd1498e3c232ae0ef0a,kings ground food park,14.699631894606409,121.01760426800844
232,4e43f37fb0fb71d2197b8ca5,food cart,14.682570457458496,121.02562713623047
233,5718b8d5498ef02b104913a8,kings ground food park,14.69793004660233,121.02680472986788
234,5844110255d622400f27871f,shakes 'n go - tgp brothers food park,14.694604,121.03076
235,5803674938fab2145c21708b,t gp brothers food park,14.694629,121.031024
236,5798ef9d498e79e713a20ba6,brothers food park,14.694593,121.03109
237,51179b6fe4b0f9aea9c067f7,home made food,14.688641108194231,121.03205142310638
238,50c18c60e4b0158f3daaf050,young master's food house,14.678895572750143,121.00741182474948
239,565d070f498e8b5bcce9970d,feu - east asia college foodcourt,14.692123,121.02369
240,561cb0c1498e42094026da21,zrc foodhaus,14.698905544935627,121.02286816033744
241,4e89a76ed3e34cc1536dc5ba,sabroso foodsilog,14.690029715582815,121.03144669314752
242,58c5444e126ae8310d048be4,hazelberry café @the vibe foodpark,14.686431,121.031899
243,58809021bbec6666d4765e1d,wing vibe foodhub,14.686558,121.032211
244,579cb674498e20f50cd619dc,mcdo st charbel qc,14.692435,121.018914
245,5a8c32d07dc9e1114e046bbf,mcdonald's,14.679912,121.020154
246,58a292d4a36ecd4f5212f31f,mcdonald's qh talipapa,14.686415158267101,121.02439486790813
247,549e7fda498ed7b6f84d3638,mcdonald's,14.68006617409871,121.03195128830829
248,514c8b00e4b04176dc73bd17,sm cubao - mcdonald's kiosk,14.690564513353534,121.01010002507192
249,5690ebd6498edcdfccca22d7,mcdonalds st. francis,14.682807896566077,121.01047524828148
250,5370a681498eddbbc8c2241b,mcdonald's,14.690434300033644,121.03206262178074
251,50965245e4b0c4415712e140,mcdonald's,14.703597789594538,121.02792464084771
252,56b61306498e39e70798391a,bratz burger,14.698801611771009,121.02362823249324
253,565ff820498ee2181aee7798,bypass burger™,14.701769274498643,121.02267910728808
254,50914157e4b07c64df7d8363,twins burger,14.688584628165565,121.02290735867514
255,4fdeb547e4b0e598b6d0e487,minute burger,14.68720830729215,121.02425502711895
256,503fbc22e4b09c7b4eed4466,twins burger,14.686258049920385,121.0243520885318
257,4eafaa5193ad8dcab6f03932,burger machine,14.690105655184215,121.02617197557078
258,50ba0452e4b0e31c41439192,angel's burger,14.68010008353366,121.01642826072099
259,5821936c556cad0787248508,back alley burger,14.691574,121.028402
260,4f311f04e4b02344c2648408,angels burger - meycauayan,14.699923730960181,121.0231985459285
261,509c0ab1498e0d95ea55e439,angel's burger,14.701840429546563,121.02268336800252
262,53fcd58c498e524aa260a122,angel's burger,14.693166732788086,121.03042602539062
263,4ff9841ee4b0f33163af1769,captains burger,14.703919183200725,121.02223538541098
264,50f63395e4b0b52025ad6b58,"angel's burger (pluto st. brgy. bahay toro, qc)",14.679899671193642,121.0297556729165
265,4fa51d4ce4b00cad88f79da7,burger machine,14.705873623861537,121.02132821557379
266,5120f48ae4b0938085c5a7fb,burger machine,14.67544468579633,121.0236241260358
267,4d7b489bea35236a80c44223,angel's burger general proj. 8,14.67549462719874,121.02534323041311
268,58b587cc3f5a5c2178fa9e7a,kb kako's burger,14.673015,121.02081
269,57a367dd498e01722ce67985,angel's burger,14.6797,121.03227
270,593273030336931d71d4f64a,angel's burger mindanao ave,14.679761,121.032326
271,57767fd7498e7b1d75a6df10,grilled punit burgers,14.691287,121.027279
272,561f99b3498e3a7da6f675bb,gourmand burgers,14.704610824584961,121.02194213867188
273,5742b199498eee3f19d2e6d3,cheddar burst burgers,14.680619,121.03263
274,5288960411d2ab3eaf3920a7,lots's a pizza,14.696543688408488,121.00065745786604
275,507bc5b0498ec6be8ee3ffc0,lots'a pizza,14.684617713648281,121.0211098218176
276,5690f150498eb2b8ea60df99,yellow cab pizza co.,14.681103870242241,121.03188693440102
277,50052923e4b0f0192adfa7a4,lots'a pizza,14.680975197097842,121.01985545003288
278,5211e16511d272e34e7d7fcd,"mrs g. pizza, pasta, pastries",14.701428448620039,121.0225993713932
279,5030f554e4b01042a426283a,fat boys pizza shorthorn,14.682713821903068,121.03196183367412
280,5816b6a538fa0d16365e8f11,domino's pizza,14.702936,121.02961
281,5133386ae4b0835c6b6027a4,rsb fried chicken,14.698967294406824,121.02350093194842
282,536103fc498e3f9dfcd357e1,bonchon chicken,14.690391540527344,121.0320816040039
283,512232d4e4b0781de90a322f,akong food house,14.688381720563148,120.95719277858734
284,5010ca7ee4b0dd18eb2e66a2,pampangenos food house olfu,14.678836912561874,120.98028006220294
285,56923f9d38fafe86487f2291,rizzi italian food lab,14.692317059101866,120.96992201402121
286,564a6773498e2004c2ece6d4,reniabe food counter,14.689680036008733,120.97357460133225
287,584aefea9b7eac69837dbb7c,valenzuela food fiesta and bazaar,14.693115,120.9702
288,58836427084be50765954147,jaedels food park,14.694058,120.96864
289,5601dec4498e93b8e929e3f0,keniabe food counter,14.691832542419434,120.97569274902344
290,51f8e385498e73449f22e4da,pares boy food express,14.689590668079923,120.97668929757067
291,4f585fdce4b027eb91f3d3e8,jay-van food express,14.6939373,120.9655293
292,4f812a8ce4b088077f84d5ae,food court,14.68572455249397,120.97628596011648
293,4f61587ce4b02c4ed776c873,seven food house,14.6777129028741,120.9784660204132
294,5a0e6a5e50a6f01f4a072b26,laryo food house,14.697352,120.96538
295,4e71f7d6fa76b23d31ab7dce,jepoy food express mabolo branch,14.685224533081055,120.96153259277344
296,5bae2f42ab42d9002cf3aaf7,food ibig sa pasko sa puregold,14.697831,120.96325
297,563b227ecd1097f1a0a37378,pure gold - food court,14.697969,120.962911
298,4fd201c2e4b0b5fdabdbfab4,jutajak (thai food),14.691261291503906,120.982666015625
299,51cbcc66498e334077c442ba,lil wok food hub,14.683960780365174,120.95964152003411
300,4f5ec868e4b01e3f06307f88,fatima garden food court,14.681096250899301,120.97986985450467
301,5284f4a511d26a614e9a575e,fasika food inc.,14.702039016789204,120.97101151943207
302,55c07455498e75a9634846c6,believer's food plaza,14.68105653481838,120.98017362921006
303,50374f4ae4b027db4f01f766,golden crown food center,14.67797,120.97754
304,4f1e2d0ae4b01dbd1e39194a,126th food haus,14.67808216278899,120.97942299387195
305,53ecaa7e498ea213a7017f33,alarcon catering services and food haus,14.678829,120.980592
306,54195907498eabfd76fe6811,food channel,14.67814337766386,120.97977161407469
307,506fb812e4b08d6e29af24f9,mylene's food to go,14.678028,120.980131
308,4d92c87314228cfae929547b,126 food house,14.677837205948473,120.97991108894348
309,584aef4bc7ec6b17dd27e8d7,valenzuela food park and bazaar,14.677420628553657,120.98026885873439
310,4ec4e0876da117f8e5dcc663,puguan food express,14.678506675945632,120.98214542528723
311,503b3dd7e4b022a04bf3f160,lucky chinatown fastfood,14.697462634955183,120.98028566393681
312,5a3f840f58aa7f179b594099,mr. hakobe foodhub,14.691858,120.972598
314,4d118fbb85db548107a4c121,mcdonald's,14.692325125095572,120.97070845530729
315,4c32ec36213c2d7f6124365d,mcdonald's,14.68570879255041,120.97638215991581
316,52b6eb3c11d2d41140d6a3d8,mcdonald's south,14.684357517534014,120.97214046972151
317,527a7e7f11d2527cf749668e,mcdonald's,14.701940429944571,120.97078084945679
318,5541ffed498e933153d64731,mcdonald's,14.676145607433861,120.97858832673728
319,567f7502498ec4c64d62444e,that's b.s. burger & sisig,14.69223486025324,120.96979316307623
320,4f73fa83e4b0250b70e4a14a,andrei's footlong & burger stand,14.690425790842728,120.96881837323785
321,4eba6084e300cf4cac39cf2c,burger machine,14.694432160654472,120.96954106300595
322,51a21332498e75bcb14855bc,angels burger,14.694473,120.969697
323,58cd483bf697e039ad0f1ea7,chicago's best burger,14.694879,120.97045
324,595e642de57ca66538597948,captain's burger,14.689473,120.976674
325,501f72a2e4b0825081224118,burger machine cayetano,14.6862211227417,120.97603607177734
326,57e65737498e2af8a731e6ff,crave of champs grilled burger,14.688807,120.964175
327,4fdcdb8ee4b0b4dd2911e10e,burger machine,14.686095216997549,120.97607308703081
328,59fdb286e679bc36f4ff7410,the real grill burger arca strip,14.698378,120.962297
329,55136591498ef675aa80ae3f,coal spot burger & steak,14.67948123810777,120.97958273783337
330,4f765d62e4b0c8b49715b22a,captain's burger,14.696829870914607,120.9643532876314
331,5501cb6c498ed2988fe5ec75,angel's burger fatima,14.680890620269734,120.97480144266393
332,54fd77f8498e3692ae955ae4,the coal spot burger and  steak,14.677556757696188,120.97937817967502
333,4d5c10389ac9a093f7836c94,angel's burger maysan rd.,14.701953,120.971092
334,5141c4fce4b03ec22fed3a34,burger machine,14.679606349526507,120.9795070204466
335,4f4648d7e4b07a6329cb338b,angels burger fatima,14.677876175774088,120.97758559822539
336,5729899b498eedef8c128f2a,barney's burger,14.678641797479687,120.97935099237652
337,55efe5cc498e53e63e8a04eb,barneys burger,14.678633669464709,120.97938483140807
338,512f60efe4b0f810e01c098c,angel's burger,14.678806154093698,120.97968627694468
339,56eba237498e9efb79b6ce8a,barneys burger,14.678636,120.979485
340,52e491f011d2da6d5691575a,burger matsing,14.678682678687153,120.9795630381307
341,50eda113e4b03d277d719803,captain burger tamaraw hills marulas valenzuela,14.678788033640126,120.97975349806318
342,51da8b57498ebf3e26db4eb1,burger co.,14.678539,120.979795
343,4ec865d461af9e1430e8111d,angel's burger,14.678503178079119,120.98085143772657
344,550ae723498ecfa65ca5a3d8,long gun burger,14.677523,120.980844
345,5128eb4ee4b0c51f93efc92f,minute burger,14.696434055317198,120.95422360201118
346,547ec874498eab78dbb4ea56,chips (burger • sausage • fries),14.679293110167881,120.9850974577904
